Header_Length,Protocol Type,Time_To_Live,Rate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IGMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Variance,Label
20.0,6,64.0,37664.36781609195,0.0,0.0,0.26,0.74,0.74,0.0,0.0,74,0,0,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.6559829711914064e-05,100,0.0,DDOS-PSHACK_FLOOD
7.84,17,65.27,4806.949745000286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.01,0.01,0.0,0.99,0.99,54422,60,554,544.22,68.80855889914992,544.22,0.000208420753479,100,4734.617777777783,MIRAI-UDPPLAIN
20.0,6,64.0,26817.80051150895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,3.7288665771484376e-05,100,0.0,DOS-TCP_FLOOD
19.8,6,63.36,14600.563929404392,0.99,0.0,0.99,0.0,0.0,0.0,0.0,0,0,99,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.01,0.0,0.0,0.99,0.99,6000,60,60,60.0,0.0,60.0,6.850004196166992e-05,100,0.0,DDOS-RSTFINFLOOD
8.0,17,64.0,52971.76054559232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,1.887798309326172e-05,100,0.0,DDOS-UDP_FLOOD
20.0,6,64.0,41734.36815920398,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.4020671844482425e-05,100,0.0,DDOS-SYNONYMOUSIP_FLOOD
20.0,6,64.0,21710.7717790776,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,4.606962203979492e-05,100,0.0,DDOS-RSTFINFLOOD
8.0,17,64.0,19735.115042582223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,5.067110061645508e-05,100,0.0,DDOS-UDP_FLOOD
20.0,6,64.0,12802.344179232035,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,7.812023162841797e-05,100,0.0,DDOS-SYNONYMOUSIP_FLOOD
8.0,17,71.64,16928.898934452696,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.95,0.0,0.0,0.04,0.0,1.0,1.0,6054,60,74,60.54,2.3928344208608694,60.54,5.907058715820312e-05,100,5.725656565656573,DOS-UDP_FLOOD
8.0,17,64.0,44365.39031097948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.25520133972168e-05,100,0.0,DOS-UDP_FLOOD
8.12,17,63.78,21092.80362081971,0.0,0.0,0.0,0.0,0.01,0.0,0.0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,4.741907119750976e-05,100,0.0,DDOS-UDP_FLOOD
8.0,17,64.0,50327.62179025678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.00796127319336e-05,100,0.0,DDOS-UDP_FLOOD
8.0,17,64.0,41068.28551845687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.446889877319336e-05,100,0.0,DDOS-UDP_FLOOD
20.0,6,64.0,16575.6560227632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,6.032943725585937e-05,100,0.0,DOS-TCP_FLOOD
7.36,17,79.28,14217.015795539286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.0,0.0,0.08,0.0,1.0,1.0,6080,60,70,60.8,2.7265992434429074,60.8,7.094860076904296e-05,100,7.434343434343434,DDOS-UDP_FLOOD
1.0,1,64.99,1633.429525000097,0.0,0.01,0.0,0.0,0.02,0.0,0.0,2,1,0,0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.96,0.0,1.0,1.0,90641,74,1514,906.41,588.6165271724933,906.41,0.0006137490272521,100,346469.41606060654,DDOS-ICMP_FRAGMENTATION
20.0,6,64.0,206615.960591133,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,5.18798828125e-06,100,0.0,DDOS-SYN_FLOOD
20.0,6,64.0,46402.30113950658,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.1550655364990235e-05,100,0.0,DDOS-SYN_FLOOD
20.0,6,64.0,31121.94108481116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,3.213167190551758e-05,100,0.0,DOS-TCP_FLOOD
0.0,1,64.0,13075.328885840763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,7.647991180419921e-05,100,0.0,DDOS-ICMP_FLOOD
19.88,6,64.0,18359.03002713823,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0,99,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.01,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,5.446910858154297e-05,100,0.0,DDOS-SYN_FLOOD
0.08,1,63.36,14082.879495013936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.98,0.0,0.99,0.99,6279,60,339,62.79,27.90000000000005,62.79,7.102012634277344e-05,100,778.410000000003,DDOS-ICMP_FLOOD
20.0,6,64.0,40469.93438826708,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.4709701538085938e-05,100,0.0,DOS-SYN_FLOOD
0.0,47,64.0,11055.971742625932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,59200,592,592,592.0,0.0,592.0,9.161949157714844e-05,100,0.0,MIRAI-GREETH_FLOOD
4.0,17,64.0,4165.975367500993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,93800,362,1514,938.0,578.9017815893061,938.0,0.0002400493621826,100,335127.2727272727,DDOS-UDP_FRAGMENTATION
20.0,6,64.0,53018.63228416129,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,1.886129379272461e-05,100,0.0,DDOS-SYN_FLOOD
20.0,6,64.0,26260.35562233909,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,3.808975219726562e-05,100,0.0,DDOS-SYNONYMOUSIP_FLOOD
8.0,17,64.0,30572.957212624828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,3.271818161010742e-05,100,0.0,DDOS-UDP_FLOOD
0.0,1,63.36,52520.71124467819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99,0.0,0.99,0.99,6000,60,60,60.0,0.0,60.0,1.9049644470214845e-05,100,0.0,DDOS-ICMP_FLOOD
20.48,6,65.58,7085.092653592122,0.0,0.0,0.0,0.02,0.03,0.0,0.0,3,0,0,0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7680,60,1366,76.8,135.00736979509637,76.8,0.0001411414146423,100,18226.989898989897,DOS-TCP_FLOOD
20.0,6,64.0,46665.59857587895,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.1469593048095702e-05,100,0.0,DDOS-SYNONYMOUSIP_FLOOD
8.0,17,64.0,31968.78048780488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,3.164052963256836e-05,100,0.0,DOS-UDP_FLOOD
20.0,6,64.0,28343.722124611435,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,3.5290718078613284e-05,100,0.0,DDOS-RSTFINFLOOD
0.0,1,64.0,20035.84599216585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,4.992008209228516e-05,100,0.0,DDOS-ICMP_FLOOD
19.88,6,65.91,24937.891670134966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.99,0.01,0.0,0.0,0.0,0.0,1.0,1.0,6013,60,73,60.13,1.299999999999997,60.13,9.046077728271483e-05,100,1.689999999999992,DDOS-TCP_FLOOD
20.0,6,64.0,41016.0766673186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.4380683898925782e-05,100,0.0,DDOS-TCP_FLOOD
32.0,6,232.0,806.8451831332718,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,660,66,66,66.0,0.0,66.0,0.0012395858764648,10,0.0,BENIGN
20.0,6,64.0,12453.026929129182,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,8.030176162719727e-05,100,0.0,DDOS-RSTFINFLOOD
20.0,6,64.0,26095.340011198907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,3.8330554962158206e-05,100,0.0,DOS-TCP_FLOOD
20.0,6,64.0,37708.38802481345,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.652883529663086e-05,100,0.0,DDOS-SYNONYMOUSIP_FLOOD
20.0,6,64.0,23353.58574610245,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,4.2819976806640624e-05,100,0.0,DDOS-RSTFINFLOOD
8.0,17,64.0,41355.78781305462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.420902252197265e-05,100,0.0,DDOS-UDP_FLOOD
8.48,17,64.35,6457.444613797669,0.01,0.0,0.0,0.01,0.02,0.0,0.0,2,0,1,0,0.02,0.0,0.01,0.0,0.0,0.0,0.0,0.02,0.98,0.0,0.0,0.0,0.0,1.0,1.0,18247,66,441,182.47,30.106026444597905,182.47,0.0001548600196838,100,906.3728282828284,DOS-UDP_FLOOD
20.24,6,64.0,17581.020245630214,0.01,0.98,0.0,0.0,0.02,0.0,0.0,2,98,1,0,0.98,0.02,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6012,60,66,60.12,0.8442317648177375,60.12,5.711078643798828e-05,100,0.7127272727272717,DOS-SYN_FLOOD
20.0,6,64.0,38416.41326250229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.6030540466308595e-05,100,0.0,DDOS-TCP_FLOOD
20.0,6,64.0,36217.11423883948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.761125564575196e-05,100,0.0,DDOS-TCP_FLOOD
7.76,17,69.73,18043.897612389763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.03,0.0,1.0,1.0,6030,60,70,60.3,1.7144660799776512,60.3,5.54203987121582e-05,100,2.939393939393934,DOS-UDP_FLOOD
20.0,6,64.0,19425.26861800667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,5.147933959960937e-05,100,0.0,DDOS-TCP_FLOOD
8.0,17,64.0,42899.70338549657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.331972122192383e-05,100,0.0,DDOS-UDP_FLOOD
19.88,6,64.0,12946.581473593234,0.99,0.0,0.99,0.0,0.0,0.0,0.0,0,0,99,99,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.99,0.01,0.0,0.0,0.0,0.0,1.0,1.0,6019,60,79,60.19,1.899999999999996,60.19,7.725000381469726e-05,100,3.609999999999983,DDOS-RSTFINFLOOD
0.0,47,64.0,9409.12129573547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,59200,592,592,592.0,0.0,592.0,0.0001062893867492,100,0.0,MIRAI-GREETH_FLOOD
8.84,17,65.93,4251.701976685251,0.01,0.0,0.0,0.02,0.04,0.0,0.0,4,0,1,0,0.03,0.01,0.01,0.0,0.0,0.0,0.0,0.04,0.96,0.0,0.0,0.0,0.0,1.0,1.0,6565,60,441,65.65,40.704993116894855,65.65,0.0002351999282836,100,1656.8964646464574,DOS-UDP_FLOOD
20.0,6,64.0,12682.341557813255,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,7.885932922363281e-05,100,0.0,DDOS-RSTFINFLOOD
20.0,6,63.21,11090.174510840823,0.0,0.99,0.0,0.0,0.01,0.0,0.0,1,99,0,0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.01,0.0,0.0,0.99,0.99,6014,60,74,60.14,1.399999999999999,60.14,9.016990661621092e-05,100,1.9599999999999973,DDOS-SYN_FLOOD
32.0,6,80.8,355.23875666977216,0.0,0.0,0.0,0.1,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,34054,66,14546,3405.4,4257.808518214244,3405.4,0.0028842210769653,10,18128933.377777778,BENIGN
32.8,6,117.1,9756.464294021864,0.0,0.1,0.0,0.4,0.9,0.0,0.0,9,1,0,0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,13308,74,1500,1330.8,441.8770065175251,1330.8,0.0001318931579589,10,195255.2888888889,DNS_SPOOFING
0.0,1,64.0,19944.384213029007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,5.01394271850586e-05,100,0.0,DDOS-ICMP_FLOOD
0.0,1,64.0,17612.02603401218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,5.6791305541992185e-05,100,0.0,DDOS-ICMP_FLOOD
20.0,6,64.0,38836.14814814815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.574920654296875e-05,100,0.0,DDOS-TCP_FLOOD
0.0,1,64.0,20108.85032121968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,4.973888397216797e-05,100,0.0,DDOS-ICMP_FLOOD
5.92,17,65.54,979.6822920194614,0.0,0.04,0.0,0.0,0.02,0.0,0.0,2,4,0,0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.04,0.54,0.0,0.0,0.0,0.0,1.0,1.0,80206,60,1514,802.06,616.1739525474763,802.06,0.0010229301452636,100,379670.3397979796,DDOS-UDP_FRAGMENTATION
28.0,6,81.2,87.62229464360324,0.0,0.1,0.0,0.6,0.7,0.0,0.0,7,1,0,0,0.1,0.5,0.0,0.0,0.0,0.2,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,1455,66,339,145.5,85.77522304773616,145.5,0.0115246057510375,10,7357.388888888889,BENIGN
10.0,6,65.89,4989.536294639671,0.0,0.0,0.0,0.0,0.5,0.0,0.0,50,0,0,0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.01,0.0,1.0,1.0,94136,110,1514,941.36,576.12392606263,941.36,0.0002022981643676,100,331918.7781818187,DDOS-ACK_FRAGMENTATION
20.0,6,64.0,31939.56746877856,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,3.132104873657227e-05,100,0.0,DDOS-RSTFINFLOOD
19.8,6,62.58,4254.203180785459,0.0,0.98,0.0,0.0,0.01,0.0,0.0,1,98,0,0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.02,0.0,0.0,0.98,0.98,6014,60,74,60.14,1.3999999999999997,60.14,0.0002350711822509,100,1.9599999999999995,DDOS-SYN_FLOOD
20.0,6,64.0,22670.688070915086,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,4.410982131958008e-05,100,0.0,DDOS-SYN_FLOOD
8.0,17,64.0,54528.13312532501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,1.8339157104492188e-05,100,0.0,DDOS-UDP_FLOOD
20.0,6,64.0,49677.88700698804,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.0129680633544924e-05,100,0.0,DDOS-SYN_FLOOD
8.0,17,64.0,48640.89064130813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.0570755004882813e-05,100,0.0,DDOS-UDP_FLOOD
20.0,6,64.0,38973.27634268723,0.0,0.0,0.25,0.75,0.75,0.0,0.0,75,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.5670528411865235e-05,100,0.0,DDOS-PSHACK_FLOOD
0.08,1,65.91,7804.517881731234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.99,0.0,1.0,1.0,6013,60,73,60.13,1.2999999999999972,60.13,0.0001301717758178,100,1.6899999999999926,DDOS-ICMP_FLOOD
20.2,6,65.73,8357.684567101724,0.0,0.01,0.0,0.99,1.0,0.0,0.0,100,1,0,0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6014,60,74,60.14,1.3999999999999997,60.14,0.0001196599006652,100,1.9599999999999989,DDOS-PSHACK_FLOOD
8.0,17,64.0,35754.01926519478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.797842025756836e-05,100,0.0,DDOS-UDP_FLOOD
7.88,17,71.48,759.583110732816,0.0,0.0,0.0,0.01,0.01,0.0,0.0,1,0,0,0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.96,0.0,0.0,0.03,0.0,1.0,1.0,52614,70,554,526.14,110.92594854499131,526.14,0.001319031715393,100,12304.56606060606,MIRAI-UDPPLAIN
8.72,17,63.57,9151.674630708472,0.01,0.0,0.0,0.01,0.03,0.0,0.0,3,0,1,0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.03,0.97,0.0,0.0,0.0,0.0,1.0,1.0,6025,60,73,60.25,1.5398740601789878,60.25,0.000109269618988,100,2.371212121212121,DOS-UDP_FLOOD
0.0,1,64.0,26022.48417917856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,3.844022750854492e-05,100,0.0,DDOS-ICMP_FLOOD
0.0,1,64.0,57338.4005468216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,1.7440319061279298e-05,100,0.0,DDOS-ICMP_FLOOD
20.0,6,64.0,20496.01250977326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,4.878997802734375e-05,100,0.0,DDOS-TCP_FLOOD
20.48,6,65.06,5019.571799566773,0.0,0.98,0.0,0.0,0.12,0.0,0.0,12,98,0,0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.01,0.0,0.0,0.99,0.99,6018,60,78,60.18,1.7999999999999992,60.18,0.0001992201805114,100,3.2399999999999967,DOS-SYN_FLOOD
20.0,6,64.0,31990.72534513004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,3.125905990600586e-05,100,0.0,DDOS-TCP_FLOOD
22.8,6,92.0,441.1898851348509,0.0,0.7,0.3,0.0,0.3,0.0,0.0,3,7,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,600,60,60,60.0,0.0,60.0,0.0022666931152343,10,0.0,RECON-HOSTDISCOVERY
